EntityNumber,Language,TypeOfDenomination,Denomination
0211.290.647,3,3,Fabrique d'Eglise Saint-Jean-Baptiste à Loupoigne (WL - Genappe)
0211.290.746,3,3,Fabrique d'Eglise Saint-Pierre à Louette-Saint-Pierre (WL - Gedinne)
0211.290.845,3,3,Fabrique d'Eglise Saint-Denis à Louette-Saint-Denis (WL - Gedinne)
0211.290.944,4,3,Kerkfabriek Sint-Jozef te Lot (VL - Beersel)
0211.291.043,4,3,Kerkfabriek Sint-Maria Magdalena te Eizer (VL - Overijse)
0211.291.142,4,3,Kerkfabriek Sint-Martinus te Loppem (VL - Zedelgem)
0211.291.241,4,3,Kerkfabriek Heilige Kruisverheffing te Lotenhulle (VL - Aalter)
0211.291.340,4,3,Kerkfabriek Sint-Odulphus (VL - Borgloon)
0211.291.538,4,3,Kerkfabriek Begijnhof Sint-Jan-de-Doper (VL - Leuven)
0211.291.637,3,3,Fabrique d'Eglise Saint-Léonard à Banneux (WL - Sprimont)
0211.291.736,3,3,Fabrique d'Eglise Saint Sebastian à Loyers ( WL - Namur )
0211.291.835,3,3,Fabrique d'Eglise Saint Nicolas ( WL-Genappe )
0211.291.934,3,3,Fabrique d'Eglise à Loverval ( WL - Gerpinnes )
0211.292.033,3,3,Fabrique d'Eglise Saint Hubert à Loverval ( WL - Gerpinnes )
0211.292.132,4,3,Kerkfabriek Sint-Petrus te Maarke-Kerkem (VL - Maarkedal)
0211.292.231,4,3,Kerkfabriek Sint-Pieter te Lauw (VL - Tongeren)
0211.292.528,3,3,Fabrique d'Eglise Saint Nicolas ( WL - Pont-à-Celles )
0211.292.627,3,3,Fabrique d'Eglise Saint-Lupicin à Lustin (WL - Profondeville)
0211.292.825,4,3,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart (VL - Lummen)
0211.292.924,3,3,Fabrique d'Eglise Saint Antoine de Padoue à ENGREUX ( WL-  Houffalize )
0211.293.023,3,3,Fabrique d'Eglise Saint Martin ( WL- Houffalize )
0211.293.122,3,3,Fabrique d'Eglise à Mabompré ( WL - Houffalize )
0211.293.221,3,3,Fabrique d'Eglise Saint-Blaise à Mabompré (WL - Houffalize)
0211.293.320,3,3,Fabrique d'Eglise à Maillen ( WL - Assesse )
0211.293.419,3,3,Fabrique d'Eglise Saint Martin Maisières-Diocèse TOURNAI ( WL - Mons )
0211.293.617,3,3,Fabrique d'Eglise Saint-Antoine de Padoue à Magnée (WL - Fléron)
0211.293.716,4,3,Kerkfabriek Sint-Jan Baptist te Thiewinkel (VL - Lummen)
0211.293.815,3,3,Fabrique d'Eglise Sainte-Waudru à Maffle (WL - Ath)
0211.293.914,4,3,Kerkfabriek Sint-Gertrudis (VL - Machelen)
0211.294.013,3,3,Fabrique d'Eglise Saint Leger à Maffe ( WL - Havelange )
0211.294.211,4,3,Kerkfabriek Heilige Drie-eenheid (VL - Maldegem)
0211.294.409,4,3,Kerkfabriek Kruisvinding te Mal (VL - Tongeren)
0211.294.508,3,3,Fabrique d'Eglise Saint-Géry à Marche-lez-Ecaussinnes (WL - Ecaussinnes)
0211.294.607,3,3,Fabrique d'Eglise Notre-Dame du Vivier à Marche-les-Dames (WL - Andenne)
0211.294.706,3,3,Fabrique d'Eglise Sainte-Apolline de Marches-Les-Dames
0211.294.805,3,3,Fabrique d'Eglise Notre Dame de Marche-Les-Dames
0211.294.904,3,3,Fabrique d'Eglise Notre-Dame à Marbais (WL - Villers-la-Ville)
0211.295.003,3,3,Fabrique d'Eglise Notre-Dame à Maransart (WL - Lasne)
0211.295.199,4,3,Kerkfabriek Onze-Lieve-Vrouw te Mannekensvere (VL - Middelkerke)
0211.295.298,3,3,Fabrique d'Eglise Sainte Barbe à Fayt-Lez-Manage ( WL - Manage )
0211.295.397,3,3,Fabrique d'Eglise à Manage ( WL - Manage )
0211.295.496,3,3,Fabrique d'Eglise Saint-Martin à Marbais (WL - Villers-la-Ville)
0211.295.595,3,3,Fabrique d'Eglise à Malonne ( WL - Namur )
0211.295.694,3,3,Fabrique d'Eglise à Malonne ( WL - Namur )
0211.295.793,3,3,Fabrique d'Eglise St Berthuin Abbe Vacca Giuseppe ( WL - Namur )
0211.295.892,3,3,Fabrique d'Eglise à Marchienne-au-Pont ( WL - Charleroi )
0211.295.991,3,3,Fabrique d'Eglise Saint Pierre ( WL - Charleroi )
0211.296.090,3,3,Fabrique d'Eglise Notre-Dame des VII Douleurs à Marcinelle (WL - Charleroi)
0211.296.189,3,3,Fabrique d'Eglise du Sacré-Coeur ( WL - Charleroi )
0211.296.288,3,3,Fabrique d'Eglise Saint Louis (WL - Charleroi)
0211.296.387,3,3,Fabrique d'Eglise Saint-Martin à Marcinelle (WL - Charleroi)
0211.296.486,3,3,Fabrique d'Eglise Saint Martin à Marchovelette ( WL - Fernelmont )
0211.296.585,3,3,Fabrique d'Eglise à Marchipont ( WL - Honnelles )
0211.296.684,3,3,Fabrique d'Eglise Chapelle du Fourneau (WL - Marchin)
0211.296.783,3,3,Fabrique d'Eglise Saint-Hubert à Belle-Maison (WL - Marchin)
0211.296.882,3,3,Fabrique d'Eglise Notre-Dame de l'Assomption à Forges (WL - Marchin)
0211.296.981,3,3,Fabrique d'Eglise à Marcourt ( WL - Rendeux )
0211.297.080,3,3,Fabrique d'Eglise Saint Donat à Marcourt (WL- Rendeux )
0211.297.179,3,3,Fabrique d'Eglise Saint-Fiacre à Cielles (WL - La Roche-en-Ardenne)
0211.297.278,3,3,Fabrique d'Eglise Saint Martin à Marcourt ( WL - Rendeux )
0211.297.377,3,3,Fabrique d'Eglise de la Chapelle de Bourdon à Marenne ( WL - Hotton )
0211.297.476,3,3,Fabrique d'Eglise Saint-Eloi à Marenne (WL - Hotton)
0211.297.674,4,3,Kerkfabriek Sint-Martinus te Massemen (VL - Wetteren)
0211.297.773,3,3,Fabrique d'Eglise Saint-Hilaire à Malvoisin (WL - Gedinne)
0211.297.872,3,3,Fabrique d'Eglise Notre Dame du Perpétuel Secours à Masnuy-Saint-Jean ( WL- Jurbise )
0211.297.971,3,3,Fabrique d'Eglise Saint Ambroise à Masbourg ( WL - Nassogne )
0211.298.070,3,3,Fabrique d'Eglise Assomption de la Sainte-Vierge à Martouzin-Neuville (WL - Beauraing)
0211.298.169,3,3,Fabrique d'Eglise à Martelange ( WL - Martelange )
0211.298.367,3,3,Fabrique d'Eglise Saint-Martin (WL - Martelange)
0211.298.466,3,3,Fabrique d'Eglise Immaculée Conception à Marneffe (WL - Burdinne)
0211.298.565,4,3,Kerkfabriek Sint-Anna te Mechelen-Bovelingen (VL - Heers)
0211.298.664,4,3,Kerkfabriek Sint-Amandus en Sint-Lucia te Markegem (VL - Dentergem)
0211.298.862,3,3,Fabrique d'Eglise Saint-Martin à Marilles (WL - Orp-Jauche)
0211.298.961,4,3,Kerkfabriek Sint-Brixius te Marke (VL - Kortrijk)
0211.299.060,3,3,Fabrique d'Eglise Sainte-Marie-Madeleine à Mariembourg (WL - Couvin)
0211.299.357,3,3,Fabrique d'Eglise Notre Dame à Mazée (WL - Viroinval)
0211.299.456,4,3,Kerkfabriek Sint-Martinus te Mater (VL - Oudenaarde)
0211.299.555,4,3,Kerkfabriek Sint-Monulphus en Gondulphus te Mechelen-aan-de-Maas (VL - Maasmechelen)
0211.299.654,3,3,Fabrique d'Eglise Saint Etienne à Méan ( WL - Havelange )
0211.299.753,3,3,Fabrique d'Eglise à Mazy ( WL - Gembloux )
0211.299.951,4,3,Kerkfabriek Sint-Cornelius te Meerdonk (VL - Sint-Gillis-Waas)
0211.300.149,4,3,Kerkfabriek Sint-Niklaas (VL - Mesen)
0211.300.248,4,3,Kerkfabriek Sint-Petrus te Meerbeke (VL - Ninove)
0211.300.347,4,3,Kerkfabriek Heilige Drievuldigheid te Meersel-Dreef (VL - Hoogstraten)
0211.300.446,4,3,Kerkfabriek Sint-Bavo te Zittaart (VL - Meerhout)
0211.300.545,4,3,Kerkfabriek Onze-Lieve-Vrouw te Gestel (VL - Meerhout)
0211.300.644,4,3,Kerkfabriek Sint-Salvator te Meerle (VL - Hoogstraten)
0211.300.743,4,3,Kerkfabriek Sint-Trudo (VL - Meerhout)
0211.300.941,4,3,Kerkfabriek Sint-Martinus te Meeuwen (VL - Meeuwen-Gruitrode)
0211.301.040,3,3,Fabrique d'Eglise Notre-Dame de la Visitation à Mélin (WL - Jodoigne)
0211.301.139,4,3,Kerkfabriek Sint-Martinus (VL - Melle)
0211.301.238,4,3,Kerkfabriek Sint-Stephanus te Melsen (VL - Merelbeke)
0211.301.337,4,3,Kerkfabriek Onze-Lieve-Vrouw te Melsele (VL - Beveren)
0211.301.436,4,3,Kerkfabriek Sint-Martinus te Melsbroek (VL - Steenokkerzeel)
0211.301.535,3,3,Fabrique d'Eglise Saints-Pierre et Paul à Mellier (WL - Léglise)
0211.301.634,3,3,Fabrique d'Eglise Saint-Martin et Saint-Mutien-Marie ( WL - Les Bons Villers )
0211.301.733,3,3,Fabrique d'Eglise Saint-Laurent à Mellery (WL - Villers-la-Ville)
0211.301.832,4,3,Kerkfabriek van Merchtem (VL - Merchtem)
0211.301.931,4,3,Kerkfabriek Onze-Lieve-Vrouw (VL - Merchtem)
0211.302.030,3,3,Fabrique d'Eglise Saint Blaise à Mellier ( WL - Léglise )
0211.302.129,4,3,Kerkfabriek Sint-Bavo te Mere (VL - Erpe-Mere)
0211.302.228,3,3,Fabrique d'Eglise Saint-Martin (WL - Merbes-le-Château)
0211.302.327,4,3,Kerkfabriek Sint-Bavo te Merkem (VL - Houthulst)
0211.302.426,4,3,Kerkfabriek Sint-Willibrordus (VL - Merksplas)
0211.302.525,3,3,Fabrique d'Eglise Saint Remi à Mesnil-Eglise ( WL - Houyet )
0211.302.624,4,3,Kerkfabriek Sint-Leo en Onze-Lieve-Vrouw Bezoeking te Marialoop (VL - Meulebeke)
0211.302.723,4,3,Kerkfabriek Sint-Amandus (VL - Meulebeke)
0211.302.822,3,3,Fabrique d'Eglise Saint Pierre à Meslin-l'Evêque ( WL -  Ath )
0211.302.921,3,3,Fabrique d'Eglise Saint Joseph de Devant les Bois  ( WL- Mettet )
0211.303.020,3,3,Fabrique d'Eglise Saint-Jean-Baptiste (WL - Mettet)
0211.303.119,3,3,Fabrique d'Eglise à Mettet ( WL- Mettet)
0211.303.218,3,3,Fabrique d'Eglise Saint Vincent à Mesvin ( WL- Mons )
0211.303.317,4,3,Kerkfabriek Sint-Martinus te Mettekoven (VL - Heers)
0211.303.416,4,3,Kerkfabriek Sint-Michiel te Messelbroek (VL - Scherpenheuvel-Zichem)
0211.303.812,3,3,Fabrique d'Eglise Notre-Dame à Meux (WL - La Bruyère)
0211.304.010,4,3,Kerkfabriek Sint-Sebastiaan te Michelbeke (VL - Brakel)
0211.304.109,4,3,Kerkfabriek Sint-Saturninus te Mielen-boven-Aalst (VL - Gingelom)
0211.304.208,3,3,Fabrique d'Eglise Saint-Martin (WL - Modave)
0211.304.505,4,3,Kerkfabriek Sint-Clemens te Minderhout (VL - Hoogstraten)
0211.304.604,4,3,Kerkfabriek Sint-Dionysius te Moerkerke (VL - Damme)
0211.304.703,3,3,Fabrique d'Eglise Saint-Hubert à Milmort (WL - Herstal)
0211.304.899,4,3,Kerkfabriek Heilig Hart (VL - Moerbeke)
0211.305.097,4,3,Kerkfabriek Onze-Lieve-Vrouw Geboorte te Moerbeke (VL - Geraardsbergen)
0211.305.196,3,3,Fabrique d'Eglise de la Chapelle Saint Hubert à Moircy ( WL - Libramont-Chevigny )
0211.305.295,3,3,Fabrique d'Eglise Sainte Julienne à Moircy ( WL - Libramont-Chevigny )
0211.305.394,3,3,Fabrique d'Eglise Immaculée Conception à Moignelée ( WL - Sambreville )
0211.305.493,3,3,Fabrique d'Eglise Notre-Dame du Rosaire à Moha (WL - Wanze)
0211.305.592,4,3,Kerkfabriek Sint-Martinus te Moerzeke (VL - Hamme)
0211.305.691,3,3,Fabrique d'Eglise Saint Ghislain à Molembaix ( WL - Celles (lez-Tournai) )
0211.305.790,4,3,Kerkfabriek Sint-Leonardus te Molenbeersel (VL - Kinrooi)
0211.305.988,4,3,Kerkfabriek Sint-Niklaas te Moere (VL - Gistel)
0211.306.186,4,3,Kerkraad Sint-Stephanus te Mollem (VL - Asse)
0211.306.285,4,3,Kerkfabriek Sint-Antonius te Bollebeek (VL - Merchtem)
0211.306.384,3,3,Fabrique d'Eglise Sainte-Barbe à Monceau-en-Ardenne ( WL - Bièvre )
0211.306.483,3,3,Fabrique d'Eglise Saint-Michel à Monstreux (WL - Nivelles)
0211.306.582,3,3,Fabrique d'Eglise Saint-Nicolas à Souxhon (WL - Flémalle)
0211.306.681,3,3,Fabrique d'Eglise Saint-Lambert à Mons-lez-Liège (WL - Flémalle)
0211.306.780,3,3,Fabrique d'Eglise Saint-Joseph à Lamay-Montegnée (WL - Saint-Nicolas)
0211.306.879,3,3,Fabrique d'Eglise Saint Martin (WL - Montigny le Tilleul)
0211.306.978,3,3,Fabrique d'Eglise Saint Barthélemy de Frandeux ( WL - Rochefort )
0211.307.275,3,3,Fabrique D'Eglise Saint Louis à Gonzague ( WL- Charleroi )
0211.307.374,3,3,Fabrique d'Eglise Saint-Hubert à Heusy ( WL - Verviers)
0211.307.473,4,3,Kerkfabriek Onze-Lieve-Vrouw ten Predikheren (VL - Leuven)
0211.307.572,3,3,Fabrique d'Eglise Saint Martin à Hives ( WL - La Roche-en-Ardenne )
0211.307.671,3,3,Fabrique d'Eglise Saint-Médard à Hingeon (WL - Fernelmont)
0211.308.166,3,3,Fabrique d'Eglise Immaculée Conception à Heusy-Mangombroux (WL - Verviers)
0211.308.265,3,3,Fabrique d'Eglise Saint Martin à Heyd ( WL -  Durbuy )
0211.308.364,3,3,Fabrique d'Eglise Saint Donat à Heyd ( WL - Durbuy )
0211.308.463,3,3,Fabrique d'Eglise Saint-Pierre à Hody (WL - Anthisnes)
0211.308.562,3,3,Fabrique d'Eglise Sainte-Gertrude à Hevillers (WL - Mont-Saint-Guibert)
0211.308.661,3,3,Fabrique d'Eglise Saint-Isidore à Rendeux-Genes ( WL- Rendeux )
0211.308.760,3,3,Fabrique d'Eglise Saint Brice à Hodister ( WL- Rendeux )
0211.308.859,3,3,Fabrique d'Eglise Saint Joseph à Hodister ( WL - Rendeux )
0211.308.958,3,3,Fabrique d'Eglise Saint-André à Hodeige (WL - Remicourt)
0211.309.156,3,3,Fabrique d'Eglise Saint Remacle à Hodister ( WL - Rendeux )
0211.309.354,4,3,Kerkfabriek Sint-Vedastus te Hoepertingen (VL - Borgloon)
0211.309.453,4,3,Kerkfabriek Sint-Lambertus te Alt-Hoeselt (VL - Hoeselt)
0211.309.552,4,3,Kerkfabriek Sint-Adrianus te Hoelbeek (VL - Bilzen)
0211.309.651,3,3,Fabrique de la Chapelle Saint-Etienne à Hogne ( WL- Somme-Leuze )
0211.309.750,4,3,Kerkfabriek Onze-Lieve-Vrouw van Goede Bijstand te Hofstade (VL - Zemst)
0211.309.849,4,3,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart te Hofstade (VL - Aalst)
0211.309.948,4,3,Kerkfabriek Onze-Lieve-Vrouw Geboorte te Hoevenen (VL - Stabroek)
0211.310.047,3,3,Fabrique d'Eglise Saint-Pierre à Hollange - Strainchamps ( WL -  Fauvillers )
0211.310.146,3,3,Fabrique d'Eglise Saint-Martin à Hollain (WL - Brunehaut)
0211.310.245,4,3,Kerkfabriek Sint-Catharina te Kortrijk-Dutsel (VL - Holsbeek)
0211.310.344,3,3,Fabrique d'Eglise Saint-Brice à Hollogne-sur-Geer (WL - Geer)
0211.310.443,3,3,Fabrique d'Eglise Saint-Remy à Grâce (WL - Grâce-Hollogne)
0211.310.542,3,3,Fabrique d'Eglise Saint-Pierre à Hollogne-aux-Pierres (WL - Grâce-Hollogne)
0211.310.641,3,3,Fabrique d'Eglise Notre-Dame à Honnay ( WL -  Beauraing )
0211.310.839,3,3,Fabrique d'Eglise Saint Raymond  à Hollange ( WL - Fauvillers )
0211.310.938,3,3,Fabrique d'Eglise Saint Servais à Hompré ( WL - Vaux-sur-Sûre )
0211.311.037,3,3,Fabrique d'Eglise Saint Maurice à Hompré ( WL- Vaux-sur-Sûre )
0211.311.136,3,3,Fabrique d'Eglise Saint Martin à Hompré ( WL - Vaux-sur-Sûre )
0211.311.235,3,3,Fabrique d'Eglise Saint Hubert à Hompré ( WL -  Vaux-sur-Sûre )
0211.311.334,3,3,Fabrique d'Eglise à Hompré ( WL -  Vaux-sur-Sûre )
0211.311.532,4,3,Kerkfabriek Emmaüs parochie (VL - Mechelen)
0211.311.631,3,3,Fabrique d'Eglise Saint-Brice à Hombourg (WL - Plombières)
0211.311.730,4,3,Kerkfabriek Sint-Amand (VL - Hooglede)
0211.311.829,4,3,Kerkfabriek Sint-Jan Evangelist (VL - Hoogstraten)
0211.311.928,4,3,Kerkfabriek Sint-Lambertus te Hoogstade (VL - Alveringem)
0211.312.027,3,3,Fabrique d'Eglise Saint Martin à Hour ( WL - Houyet )
0211.312.126,4,3,Kerkfabriek Sint-Catharina (VL - Hoogstraten)
0211.312.225,3,3,Fabrique d'Eglise Sainte Catherine à Houffalize ( WL- Houffalize )
0211.312.324,3,3,Fabrique d'Eglise Saint-Gery à Houdeng-Goegnies (WL - La Louvière)
0211.312.423,3,3,Fabrique d'Eglise Sainte-Barbe à Houdeng-Aimeries (WL - La Louvière)
0211.312.720,3,3,Fabrique d'Eglise Sainte Anne à Hotton ( WL - Hotton )
0211.313.017,3,3,Fabrique d'Eglise Saint Quirin à Houdremont ( WL - Gedinne )
0211.313.116,3,3,Fabrique d'Eglise Saint Martin à Hornu ( WL - Boussu )
0211.313.215,3,3,Fabrique d'Eglise Saint-Martin à Horrues (WL - Soignies)
0211.313.314,4,3,Kerkfabriek Sint-Martinus te Houthalen (VL - Houthalen-Helchteren)
0211.313.611,4,3,Kerkfabriek Sint-Bavo en Machutus te Houtave (VL - Zuienkerke)
0211.314.007,3,3,Fabrique d'Eglise Assomption de la Sainte Vierge à Houyet ( WL - Houyet )
0211.314.106,4,3,Kerkfabriek Sint-Rumoldus te Humbeek (VL - Grimbergen)
0211.314.205,3,3,Fabrique d'Eglise à Houyet ( WL - Houyet )
0211.314.304,3,3,Fabrique d'Eglise Saint Martin à Humain ( WL - Marche-en-Famenne )
0211.314.599,3,3,Fabrique d'Eglise Saint Barthelemy à Hulsonniaux ( WL - Houyet )
0211.314.698,4,3,Kerkfabriek Sint-Petrus te Hulste (VL - Harelbeke)
0211.314.797,4,3,Kerkfabriek Sint-Mattheus (VL - Hulshout)
0211.314.896,4,3,Kerkfabriek Onze-Lieve-Vrouw (VL - Huldenberg)
0211.314.995,4,3,Kerkfabriek Sint-Jan Baptist te Huizingen (VL - Beersel)
0211.315.292,4,3,Kerkfabriek Sint-Petrus en Sint-Urbanus te Huise (VL - Zingem)
0211.315.391,3,3,Fabrique d'Eglise Notre-Dame de la Sarte (WL - Huy)
0211.315.490,3,3,Fabrique d'Eglise Saint-Etienne à Statte (WL - Huy)
0211.315.589,3,3,Fabrique d'Eglise Saint Martin à Hyon ( WL -  Mons )
0211.315.688,4,3,Kerkfabriek Sint-Pietersbanden te Idegem (VL - Geraardsbergen)
0211.315.787,3,3,Fabrique d'Eglise Saint-Jean-Baptiste à Huppaye (WL - Ramillies)
0211.315.886,4,3,Kerkfabriek Sint-Antonius-Abt te Ingooigem (VL - Anzegem)
0211.316.084,4,3,Kerkfabriek Sint-Guibertus te Itegem (VL - Heist-op-den-Berg)
0211.316.183,3,3,Fabrique d'Eglise à Isnes ( WL - Doische )
0211.316.282,3,3,Fabrique d'Eglise Saint-Remi (WL - Ittre)
0211.316.381,3,3,Fabrique d'Eglise Saint-Michel (WL - Jalhay)
0211.316.480,3,3,Fabrique d'Eglise à Jalhay ( WL- Jalhay)
0211.316.579,4,3,Kerkfabriek Sint-Blasius (VL - Jabbeke)
0211.316.678,3,3,Fabrique d'Eglise Saint Cunibert à Izier ( WL - Durbuy )
0211.316.777,3,3,Fabrique d'Eglise Saint Germain à Izier ( WL - Durbuy )
0211.316.876,4,3,Kerkfabriek Sint-Mildretha te Izenberge (VL - Alveringem)
0211.316.975,3,3,Fabrique d'Eglise Saint Walfroy à Izel ( WL - Chiny )
0211.317.074,3,3,Fabrique d'Eglise Sainte Marguerite à Jemelle ( WL - Rochefort )
0211.317.173,3,3,Fabrique d'Eglise à Jemappes ( WL - Mons )
0211.317.272,3,3,Fabrique d'Eglise Saint-Lambert à Jehay (WL - Amay)
0211.317.371,3,3,Fabrique d'Eglise Saint-Etienne à Javingue (WL - Beauraing)
0211.317.470,3,3,Fabrique d'Eglise Sainte-Gertrude à Jauchelette (WL - Jodoigne)
0211.317.569,3,3,Fabrique d'Eglise Saint-Martin à Jauche (WL - Orp-Jauche)
0211.317.668,3,3,Fabrique d'Eglise Saint-Georges à Jandrenouille (WL - Orp-Jauche)
0211.317.767,3,3,Fabrique d'Eglise Saint-Pierre à Jandrain (WL - Orp-Jauche)
0211.317.866,3,3,Fabrique d'Eglise Saint-Pierre à Jamoigne (WL - Chiny)
0211.318.064,3,3,Fabrique d'Eglise à Jamiolle ( WL - Philippeville )
0211.318.163,3,3,Fabrique d'Eglise de la paroisse du Sacré-Coeur à Velaines-Jambes ( WL - Namur )
0211.318.262,3,3,Fabrique d'Eglise Saint Martin à Jemeppe ( WL - Jemeppe-sur-Sambre )
0211.318.361,3,3,Fabrique d'Eglise Saint Lambert à Jeneffe ( WL - Havelange )
0211.318.460,3,3,Fabrique d'Eglise Sainte Vierge Marie à Julémont (WL - Herve)
0211.318.559,3,3,Fabrique d'Eglise Saint-Saulve à Jollain-Merlin (WL - Antoing)
0211.318.658,3,3,Fabrique d'Eglise Saint-Pierre à Jodoigne-Souveraine (WL - Jodoigne)
0211.318.757,3,3,Fabrique d'Eglise du Sacré-Coeur ( WL - Charleroi )
0211.318.856,3,3,Fabrique d'Eglise Saint-Joseph (WL - Charleroi)
0211.318.955,3,3,Fabrique d'Eglise de la Chapelle Saint Roch à Juseret ( WL- Vaux-sur-Sûre )
0211.319.054,3,3,Fabrique d'Eglise Saint Martin à Juseret ( WL- Vaux-sur-Sûre )
0211.319.153,3,3,Fabrique d'Eglise Saint-Joseph à Juseret (WL - Vaux-sur-Sûre)
0211.319.252,3,3,Fabrique d'Eglise Saint Eloi à Jurbise ( WL -  Jurbise )
0211.319.351,3,3,Fabrique d'Eglise Saint-Barthélemy (WL - Juprelle)
0211.319.450,3,3,Fabrique d'Eglise Saint-Amand à Jupille-sur-Meuse (WL - Liège)
0211.319.648,3,3,Fabrique d'Eglise Notre-Dame de la Tombe à Kain (WL - Tournai)
0211.319.747,3,3,Fabrique d'Eglise Saint-Omer à Kain (WL - Tournai)
0211.319.846,3,3,Fabrique d'Eglise Saint-Lambert à Jemeppe-sur-Meuse (WL - Seraing)
0211.319.945,4,3,Kerkfabriek Onze-Lieve-Vrouw Bezoeking en van Bijstand te Achterbroeck (VL - Kalmthout)
0211.320.341,4,3,Kerkfabriek Sint-Petrus en Paulus te Kallo (VL - Beveren)
0211.320.440,4,3,Kerkfabriek Sint-Jozef te Relst (VL - Kampenhout)
0211.320.539,4,3,Kerkfabriek Onze-Lieve-Vrouw (VL - Kampenhout)
0211.320.638,4,3,Kerkfabriek Sint-Hubertus te Kanne (VL - Riemst)
0211.320.836,4,3,Kerkfabriek Sint-Willibrordus (VL - Kasterlee)
0211.320.935,4,3,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart  (VL - Kaprijke)
0211.321.034,4,3,Kerkfabriek Sint-Petrus te Kaster (VL - Anzegem)
0211.321.232,4,3,Kerkfabriek Sint-Pieter te Borlo (VL - Gingelom)
0211.321.430,4,3,Kerkfabriek Sint -Jacobus te Kemzeke (VL - Stekene)
0211.321.529,4,3,Kerkfabriek Sint-Monulphus en Gondulphus te Kaulille (VL - Bocholt)
0211.321.826,4,3,Kerkfabriek Onze-Lieve-Vrouw Tenhemelopneming te Kermt (VL - Hasselt)
0211.321.925,4,3,Kerkfabriek Sint-Lambertus te Kessel (VL - Nijlen)
0211.322.123,4,3,Kerkfabriek Sint-Aldegondis te Kleine-Spouwen (VL - Bilzen)
0211.322.321,4,3,Kerkfabriek Sint-Martinus (VL - Kinrooi)
0211.322.420,4,3,Kerkfabriek Sint-Niklaas te Keiem (VL - Diksmuide)
0211.322.519,4,3,Kerkfabriek Sint-Michiel te Kieldrecht (VL - Beveren)
0211.322.618,4,3,Kerkfabriek Sint-Martinus te Kessenich (VL - Kinrooi)
0211.322.717,4,3,Kerkfabriek Sint-Martinus te Kester (VL - Gooik)
0211.322.816,4,3,Kerkfabriek Sint-Clemens te Klemskerke (VL - De Haan)
0211.322.915,4,3,Kerkfabriek Sint-Laurentius te Klerken (VL - Houthulst)
0211.323.014,4,3,Kerkfabriek Heilige Pastoor van Ars te De Mokker (VL - Koekelare)
0211.323.113,4,3,Kerkfabriek van Knokke
0211.323.212,4,3,Kerkfabriek van Knokke
0211.323.311,4,3,Kerkfabriek Sint-Gertrudis te Bovekerke (VL - Koekelare)
0211.323.410,4,3,Kerkfabriek Sint-Michael te Waarloos (VL - Kontich)
0211.323.509,4,3,Kerkfabriek Sint-Ghislenus (VL - Waarschot)
0211.323.608,4,3,Kerkfabriek Onze-Lieve-Vrouw-Geboorte en Sint-Eligius te Waarmaarde (VL - Avelgem)
0211.323.806,4,3,Kerkfabriek Onze-Lieve-Vrouw en Sint-Petrus en Paulus (VL - Waasmunster)
0211.324.103,4,3,Kerkfabriek Sint-Catharina (VL - Wachtebeke)
0211.324.596,4,3,Kerkfabriek Sint-Rochus te Sombeke (VL - Waasmunster)
0211.324.794,3,3,Fabrique d'Eglise Saint-Saturnin (WL - Waimes)
0211.324.893,3,3,Fabrique d'Eglise Saint-Donat à Ondenval (WL - Waimes)
0211.324.992,4,3,Kerkfabriek Sint-Petrus en Sint-Catharina te Wakken (VL - Dentergem)
0211.325.091,3,3,Fabrique d'Eglise Saint Materne ( WL - Walcourt )
0211.325.289,3,3,Fabrique d'Eglise Saint-Isidore à Marloie (WL - Marche-en-Famenne)
0211.325.388,3,3,Fabrique d'Eglise Notre-Dame à Walhain-Saint-Paul (WL - Walhain)
0211.325.487,3,3,Fabrique d'Eglise Saint-Joseph-Saint-Martin à Walhain-Saint-Paul (WL - Walhain)
0211.325.586,3,3,Fabrique d'Eglise Sainte-Thérèse à Perbais (WL - Walhain)
0211.325.784,4,3,Kerkfabriek Sint-Pancratius (VL - Landen)
0211.326.081,3,3,Fabrique d'Eglise Saint-Paul à Walhain-Saint-Paul (WL - Walhain)
0211.326.180,4,3,Kerkfabriek Sint-Remigius te Waltwilder (VL - Bilzen)
0211.326.378,3,3,Fabrique d'Eglise Notre-Dame du Mont Carmel à Wandre (WL - Liège)
0211.326.477,3,3,Fabrique d'Eglise Saint Pierre à Wanfercée Baulet ( WL - Fleurus )
0211.326.576,3,3,Fabrique d'Eglise Saint-Joseph à Wanfercée-Baulet (WL - Fleurus)
0211.326.774,3,3,Fabrique d'Eglise Sainte Aldegonde à Wanlin ( WL - Houyet )
0211.326.873,3,3,Fabrique d'Eglise Saint-Etienne à Wandre (WL - Liège)
0211.326.972,3,3,Fabrique d'Eglise Sainte Marie-Madeleine à Wanne (WL - Trois-Ponts)
0211.327.071,4,3,Kerkfabriek Sint-Dionysius te Wannegem-Lede (VL - Kruishoutem)
0211.327.170,4,3,Kerkfabriek Sint-Machutus te Wannegem-Lede (VL - Kruishoutem)
0211.327.269,3,3,Fabrique d'Eglise Sainte Marie-Madeleine (WL - Wanze)
0211.327.368,4,3,Kerkfabriek Sint-Bavo te Wanzele (VL - Lede)
